program_id,tcas_year,year_ce,seats,applicants,accepted,min_score,max_score
10020220302102A,68,2025,20,379,20,56.3886,62.9662
10020220302103A,66,2023,15,138,15,36.3331,44.2165
10020220302103A,67,2024,20,359,20,37.2413,45.1831
10020220302103A,68,2025,19,308,19,39.6749,45.7414
10020220302103B,67,2024,40,90,40,28.083,35.3581
10020220302103B,68,2025,24,211,24,35.0664,39.558
10020220303301A,63,2020,30,34,14,8746.9,16039
10020220303301A,64,2021,10,67,12,10782.1,15152
10020220303301A,65,2022,45,57,20,16.4402,38.6039
10020220303301A,66,2023,15,77,15,32.733,50.0775
10020220303301A,67,2024,33,123,33,28.8165,48.8498
10020220303301A,68,2025,26,204,26,35.0996,41.9498
10020220303503A,66,2023,30,263,30,44.9244,60.0332
10020220303503A,67,2024,18,191,18,36.0027,46.5623
10020220303503A,68,2025,23,261,23,38.4278,44.8192
10020220303601A,68,2025,17,74,17,42.4274,60.9888
10020221500201A,63,2020,80,31,13,8362.5,11983.5
10020221500201A,64,2021,30,27,5,8315,11658.5
10020221500201A,65,2022,30,15,7,27.7402,43.325
10020221500201A,66,2023,60,6,2,34.5082,45.35
10020221500201A,67,2024,11,410,11,61.0552,65.5216
10020221500201A,68,2025,10,205,10,59.7552,67.7716
10020221700401A,63,2020,30,7,3,10447,12598.5
10020221700401A,64,2021,20,10,1,13536.64,13536.64
10020221700401A,65,2022,52,111,48,36.6961,56.4303
10020221700401A,66,2023,47,62,36,40.7066,67.0732
10020221700401A,67,2024,38,455,38,70.1247,79.358
10020221700401A,68,2025,21,126,21,57.9998,67.1328
10020222210302A,66,2023,40,10,6,40.9054,53.7176
10020222210302A,67,2024,30,47,20,36.2888,54.9804
10020222210302A,68,2025,35,290,35,48.45,58.475
10020222210401A,63,2020,25,69,23,9193,14199
10020222210401A,64,2021,35,67,7,11878.14,15517.04
10020222210401A,65,2022,35,22,7,17.5735,28.2794
10020222210401A,66,2023,45,40,20,23.7554,36.0804
10020222210401A,67,2024,35,123,35,28.3832,36.7944
10020222210401A,68,2025,55,130,46,26.5972,41.461
10020222210501A,63,2020,10,153,10,13367,15944
10020222210501A,64,2021,20,80,21,11446.4,16186.94
10020222210501A,65,2022,80,230,80,35.8265,49.8529
10020222210501A,66,2023,80,70,40,24.7527,45.77
10020222210501A,67,2024,60,389,60,33.5333,46.5761
10020222210501A,68,2025,65,276,65,34.1894,50.7383
10020222210703A,66,2023,50,26,7,24.555,35.5438
10020222210703A,67,2024,30,115,30,30.4544,43.8722
10020222210703A,68,2025,20,44,18,21.4472,36.4666
10020222212502A,66,2023,25,21,9,26.1829,60.5995
10020222212502A,67,2024,30,72,27,38.5249,66.4249
10020222212502A,68,2025,35,403,35,58.6081,67.3527
10020222212701A,63,2020,50,8,4,9553.4,12834.5
10020222212701A,64,2021,9,13,3,11542.84,12923.1
10020222212701A,65,2022,40,13,3,24.3627,29.2921
10020222212701A,66,2023,35,5,1,29.5344,29.5344
10020222212701A,67,2024,30,130,30,54.6777,66.6189
10020222212701A,68,2025,20,165,20,58.1216,71.1804
10020222220101A,63,2020,25,146,25,11879,13295.5
10020222220101A,64,2021,15,169,15,13022.6,15582.54
10020222220101A,65,2022,20,340,20,41.5785,50.2373
10020222220101A,66,2023,15,346,15,55.336,62.611
10020222220101A,67,2024,15,376,15,58.833,68.8415
10020222220101A,68,2025,20,152,20,47.675,56.7
10020222220101B,63,2020,100,28,12,8517.5,12769.5
10020222220101B,64,2021,30,32,5,9192.3,11338.5
10020222220101B,65,2022,60,62,23,21.6412,42.9794
10020222220101B,66,2023,69,60,24,28.2415,50.1775
10020222220101B,67,2024,40,139,40,44.522,58.561
10020222220101B,68,2025,60,113,45,26.194,50.8385
10020222220201A,63,2020,30,143,30,12494,15065
10020222220201A,64,2021,10,232,11,14354.9,16739.74
10020222220201A,65,2022,20,153,10,34.0715,43.1373
10020222220201A,66,2023,25,377,25,47.3166,54.9833
10020222220201A,67,2024,20,551,20,50.5331,56.9664
10020222220201A,68,2025,20,320,20,49.6581,56.1916
10020222220201B,63,2020,100,90,37,7223,14345
10020222220201B,64,2021,30,45,3,9605.1,13582.54
10020222220201B,65,2022,50,52,21,15.2529,29.4451
10020222220201B,66,2023,70,54,27,26.6915,45.6
10020222220201B,67,2024,60,229,60,38.8831,49.575
10020222220201B,68,2025,80,196,80,30.3832,48.9
10020222610201A,63,2020,40,166,40,14214,17833.5
10020222610201A,64,2021,33,356,39,14548.2,17166.6
10020222610201A,65,2022,18,378,18,42.947,57.8
10020222610201A,66,2023,40,83,40,23.7998,42.2998
10020222610201A,67,2024,40,2114,40,62.0332,75.8832
10020222610201A,68,2025,35,687,35,65.3832,74.7664
10020222610201B,63,2020,100,302,100,11974.5,15961.5
10020222610201B,64,2021,62,163,48,6687.9,14397
10020222610201B,65,2022,28,75,28,20,42.2529
10020222610201B,66,2023,45,40,19,20.25,36.1498
10020222610201B,67,2024,54,343,54,49.5832,72.4164
10020222610201B,68,2025,45,419,45,56.3332,66.7832
10020222610502A,66,2023,60,1511,60,68.083,76.4373
10020222610502A,67,2024,55,2156,55,74.1245,80.25
10020222610502A,68,2025,50,1061,50,73.1805,81.6875
10020222610502B,66,2023,70,217,70,53.0415,67.9163
10020222610502B,67,2024,40,753,40,68.7708,74.979
10020222610502B,68,2025,55,434,55,68.2705,76.3055
10020222610601A,63,2020,55,221,56,14275.5,16945.5
10020222610601A,64,2021,40,427,44,14866.5,20630.1
10020222610601A,65,2022,65,691,65,46.725,54.4706
10020222610601A,66,2023,40,1813,40,67.3385,78.0189
10020222610601A,67,2024,65,1952,65,70.1054,84.0777
10020222610601A,68,2025,85,1145,85,67.725,75.2466
10020222610601B,63,2020,45,234,45,12777,15579
10020222610601B,64,2021,10,131,36,8338.5,14847.6
10020222610601B,65,2022,65,98,33,29.8044,49.7132
10020222610601B,66,2023,30,277,30,61.1332,69.1496
10020222610601B,67,2024,35,452,35,69.1496,75.3332
10020222610601B,68,2025,30,468,30,68.1328,74.8164
10020222900201A,63,2020,1,13,1,16090.5,16090.5
10020222900201A,64,2021,1,7,1,15065.1,15065.1
10020222900201A,65,2022,30,491,30,52.9505,62.7
10020222900201A,66,2023,30,424,30,58.5831,63.4082
10020222900201A,67,2024,70,707,70,56.3374,65.0207
10020222900201A,68,2025,50,493,50,58.7875,66.4569
10020222902501A,63,2020,30,315,30,20585,23189.3
10020222902501A,64,2021,3,19,3,15373.2,18017.1
10020222902501A,65,2022,40,1877,40,60.997,69.588
10020222902501A,66,2023,80,1584,80,71.2,84.0832
10020222902501A,67,2024,90,1305,90,70.3166,83.85
10020222902501A,68,2025,85,963,85,71.4,83.55
10020222902501B,63,2020,70,297,70,18265.5,21329
10020222902501B,64,2021,4,8,1,17115.54,17115.54
10020222902501B,65,2022,70,393,70,48.3073,63.5544
10020222902501B,66,2023,100,329,100,57.5,73.9166
10020222902501B,67,2024,100,395,100,56.05,74.8666
10020222902501B,68,2025,90,542,90,63.2832,75.5166
10020223112001A,63,2020,33,99,33,10994,15035
10020223112001A,64,2021,20,58,8,13222.14,15710.44
10020223112001A,65,2022,75,159,50,12.6412,40.8637
10020223112001A,66,2023,45,374,45,37.3849,58.6799
10020223112001A,67,2024,45,814,45,49.47,79.1832
10020223112001A,68,2025,35,516,35,49.5632,56.3166
10020223112001B,63,2020,40,29,15,8756.8,12972.5
10020223112001B,64,2021,25,9,3,9874.1,13030.54
10020223112001B,65,2022,50,59,25,13.1667,31.2127
10020223112001B,66,2023,50,61,29,21.7698,46.8749
10020223112001B,67,2024,20,172,20,43.2428,49.4996
10020223112001B,68,2025,18,203,18,45.9998,55.4798
10020233620101A,66,2023,40,49,26,34.7,48.8581
10020233620101A,67,2024,50,1653,50,76.75,86.95
10020233620101A,68,2025,80,1003,80,75.15,92.4
10020233620101B,68,2025,163,255,107,13.5,79.5
10020233620103A,67,2024,50,1200,50,63.1,75.4
10020233620103A,68,2025,70,1280,70,63.8,81.6
10020233620103B,67,2024,240,533,240,60.4,88.9
10020233620103B,68,2025,259,1916,259,76,88.95
10020233620104A,66,2023,60,193,61,51.2,65.975
10020233620104A,67,2024,70,827,70,65.35,74.925
10020233620104A,68,2025,87,701,87,61.575,78.875
10020233620104B,66,2023,70,27,8,36.9,56.625
10020233620104B,67,2024,90,224,86,7.75,89.3
10020233620104B,68,2025,149,549,149,57.5,87.15
10020233620105A,66,2023,60,573,60,68.3498,78.5496
10020233620105A,67,2024,50,1233,50,76.45,88.05
10020233620105A,68,2025,103,822,103,71.4,83.4
10020233620105B,68,2025,176,255,92,5.25,87.9
10020233620106A,66,2023,60,49,32,28.0081,56.8331
10020233620106A,67,2024,50,1557,53,75.45,82.2
10020233620106A,68,2025,67,947,67,75.1,87.75
10020233620106B,68,2025,273,435,173,4.5,90.3
10020233620201A,66,2023,45,487,45,59,71.75
10020233620201A,67,2024,50,1567,50,69.95,82.85
10020233620201A,68,2025,73,890,73,68.25,81.6
10020233620201B,66,2023,80,72,33,26,63.45
10020233620201B,67,2024,80,743,80,78.9,89.95
10020233620201B,68,2025,118,741,119,78.45,89.85
10020233902502A,66,2023,51,306,51,60.5124,88.7372
10020233902502A,67,2024,40,849,40,69.8,91.4332
10020233902502A,68,2025,32,499,32,72.9332,84.2332
10020233902502B,66,2023,97,59,28,30.2747,78.6744
10020233902502B,67,2024,22,448,22,84.8666,90.6666
10020233902502B,68,2025,116,419,118,75.2666,94.6666
10020324611101A,63,2020,250,303,153,7323,16401.8
10020324611101A,64,2021,80,535,138,6170.7,17066.04
10020324611101A,65,2022,150,463,126,38.0735,53.922
10020324611101A,66,2023,250,158,83,21.4444,49.6858
10020324611101A,67,2024,100,583,100,43.6414,56.2583
10020324611101A,68,2025,60,733,60,52.4665,72.0414
10020324611101B,63,2020,150,63,11,9174,15184.5
10020324611101B,64,2021,100,68,10,9681.3,14852.7
10020324611101B,65,2022,150,58,9,34.5956,42.7309
10020324611101B,66,2023,100,21,5,30.4927,38.0345
10020324611101B,67,2024,60,69,18,31.4498,51.2833
10020324611101B,68,2025,60,276,60,43.0248,57.7415
10020325210201A,63,2020,30,12,7,7818,14408
10020325210201A,64,2021,20,41,20,7020.54,12508.54
10020325210201A,65,2022,40,163,40,30.1647,51.2882
10020325210201A,66,2023,20,138,20,45.972,62.319
10020325210201A,67,2024,20,276,20,46.93,53.3605
10020325210201A,68,2025,20,286,20,49.4165,59.333
10020325210202A,64,2021,40,32,6,8123.84,13639.74
10020325210202A,65,2022,40,41,12,21.8176,41.6647
10020325210202A,66,2023,40,20,6,38.9108,52.8108
10020325210202A,67,2024,40,51,17,23.4888,54.6
10020325210202A,68,2025,30,88,26,29.1248,66.6453
10020325303801A,66,2023,30,33,8,35.2416,53.275
10020325303801A,67,2024,30,28,12,13.3998,30.4
10020325303801A,68,2025,20,90,20,20.8998,31
10020325303802A,66,2023,30,11,5,36.3776,65.4218
10020325303802A,67,2024,20,39,11,33.3104,47.722
10020325303802A,68,2025,10,6,2,38.9788,55.9998
10020326610102A,66,2023,50,300,50,46.004,61.6374
10020326610102A,67,2024,40,649,40,51.6083,63.0623
10020326610102A,68,2025,60,441,60,49.6375,64.6583
10020326610102B,66,2023,100,55,11,29.9248,42.3624
10020326610102B,67,2024,100,197,83,22.2499,64.4914
10020326610102B,68,2025,80,388,80,40.6374,61.8081
10020326610201A,63,2020,30,208,30,13992,17715
10020326610201A,64,2021,20,260,23,14196.84,17051.34
10020326610201A,65,2022,50,405,42,43.0368,56.1897
10020326610201A,66,2023,30,297,30,47.354,61.7499
10020326610201A,67,2024,20,387,20,53.625,59.8666
10020326610201A,68,2025,30,435,30,53.0875,71.5333
10020326610201B,63,2020,50,183,50,10987.5,14265
10020326610201B,64,2021,75,119,28,6955.74,17231.64
10020326610201B,65,2022,100,64,16,19.6529,37.1426
10020326610201B,66,2023,100,96,30,20.2083,61.5081
10020326610201B,67,2024,50,106,50,31.9664,53.0998
10020326610201B,68,2025,40,334,40,44.7665,67.204
10020326610201D,65,2022,60,14,5,23.1618,42.45
10020326610201D,66,2023,30,19,4,32.8206,56.1373
10020326610201D,67,2024,15,37,13,40.6083,52.7
10020326610201D,68,2025,20,43,14,33.2791,49.8041
10020326610502A,64,2021,20,373,23,17250,20398.8
10020326610502A,65,2022,50,910,45,51.3132,59.9868
10020326610502A,66,2023,50,561,50,54.4291,70.0457
10020326610502A,67,2024,40,994,40,58.4166,67.7956
10020326610502A,68,2025,60,656,60,57.925,69.7206
10020326610502B,64,2021,75,153,58,9837.6,17164.44
10020326610502B,65,2022,100,113,43,29.6265,50.6368
10020326610502B,66,2023,100,165,95,34.1583,58.6625
10020326610502B,67,2024,100,533,100,47.5914,58.4958
10020326610502B,68,2025,50,433,50,51.9123,59.2874
10020326610502D,65,2022,60,37,11,37.5676,57.9794
10020326610502D,66,2023,30,16,8,32.4706,59.304
10020326610502D,67,2024,30,63,24,37.7915,60.3248
10020326610502D,68,2025,40,96,38,34.4458,68.3373
10020326610602A,66,2023,50,375,50,46.3958,62.0414
10020326610602A,67,2024,20,488,20,53.1291,66.6375
10020326610602A,68,2025,30,404,30,53.4791,67.8624
10020326610602B,66,2023,100,100,44,31.0207,51.2041
10020326610602B,67,2024,50,143,50,38.6374,56.2291
10020326610602B,68,2025,40,259,40,46.0207,58.3916
10020326610602D,66,2023,30,7,1,46.9416,46.9416
10020326610602D,67,2024,15,25,8,18.9998,50.4039
10020326610602D,68,2025,20,43,12,26.8957,52.9749
10020326610802A,66,2023,50,622,50,51.5832,67.8331
10020326610802A,67,2024,40,664,40,53.154,66.6414
10020326610802A,68,2025,60,492,60,47.0791,63.5998
10020326610802B,66,2023,100,146,69,24.0208,62.2248
10020326610802B,67,2024,100,294,100,37.1541,56.3749
10020326610802B,68,2025,80,361,80,40.2625,58.3998
10020326610802D,66,2023,30,57,22,26.0414,63.2581
10020326610802D,67,2024,30,117,30,28.5832,67.6249
10020326610802D,68,2025,40,90,26,24.9581,48.2624
10020326611001A,63,2020,20,188,20,16033.5,19003.5
10020326611001A,64,2021,20,560,22,16599.6,19152.3
10020326611001A,65,2022,50,1107,47,49.7368,63.1
10020326611001A,66,2023,30,815,30,54.8373,65.354
10020326611001A,67,2024,40,921,40,54.2083,61.779
10020326611001A,68,2025,50,704,50,52.4041,64.5749
10020326611001B,63,2020,50,141,50,12537,16344
10020326611001B,64,2021,30,187,34,12348.3,15992.94
10020326611001B,65,2022,30,160,26,40.4059,50.6147
10020326611001B,66,2023,70,196,70,39.879,61.404
10020326611001B,67,2024,30,331,30,47.3331,57.7998
10020326611001B,68,2025,50,290,50,44.125,53.1373
10020326611001D,65,2022,60,70,37,17.95,50.2368
10020326611001D,66,2023,30,66,27,28.604,61.204
10020326611001D,67,2024,30,87,28,23.3748,55.6539
10020326611001D,68,2025,40,83,18,23.9999,57.4457
10020326620102A,66,2023,70,89,38,29.3498,55.854
10020326620102A,67,2024,15,300,15,50.1749,58.6458
10020326620102A,68,2025,15,216,15,53.2,61.9498
10020326620102B,66,2023,70,20,3,36.6498,43.9789
10020326620102B,67,2024,25,50,19,30.4707,46.3206
10020326620102B,68,2025,40,126,40,37.6081,57.0665
10020326620102D,66,2023,20,4,2,31.8957,50.3375
10020326620102D,67,2024,10,19,10,22.9583,54.8373
10020326620102D,68,2025,20,27,7,44.2332,55.9498
10020327210303A,66,2023,35,34,8,39.9882,54.2774
10020327210303A,67,2024,30,113,30,31.9833,56.9416
10020327210303A,68,2025,30,101,30,33.9372,46.9747
10020327210401A,63,2020,40,90,34,4965,14207
10020327210401A,64,2021,40,79,12,10001.14,14225.7
10020327210401A,65,2022,50,49,10,18.2779,27.0823
10020327210401A,66,2023,80,49,8,31.9938,50.0554
10020327210401A,67,2024,50,17,7,21.0554,29.7666
10020327210401A,68,2025,30,120,30,34.6444,47.2332
10020327212701A,63,2020,30,0,0,,
10020327212701A,64,2021,30,4,0,0,0
10020327212701A,65,2022,50,20,2,31.6588,37.35
10020327212701A,66,2023,25,5,0,0,0
10020327213501A,63,2020,40,70,19,8320.5,13920.5
10020327213501A,64,2021,40,103,18,8082.1,13736.6
10020327213501A,65,2022,55,51,10,15.8735,32.6618
10020327213501A,66,2023,40,59,19,25.85,49.8382
10020327213501A,67,2024,50,82,26,20.7054,44.1554
10020327213501A,68,2025,30,132,27,26.2577,49.6664
10020327220101A,63,2020,25,73,25,10022.5,15193
10020327220101A,64,2021,30,160,32,7271.7,16679
10020327220101A,65,2022,40,246,40,36.8882,46.1618
10020327220101A,66,2023,20,158,20,49.7994,57.2444
10020327220101A,67,2024,20,134,20,42.5276,58.7494
10020327220101A,68,2025,20,154,20,48.3218,56.3664
10020327220101B,63,2020,50,37,13,7391.5,12009
10020327220101B,64,2021,80,25,3,10069.6,11912.8
10020327220101B,65,2022,80,38,9,14.6029,34.3029
10020327220101B,66,2023,50,38,12,30.3386,55.9052
10020327220101B,67,2024,50,95,21,22.3388,51.7608
10020327220101B,68,2025,40,90,28,25.4274,56.6996
10020327220201A,63,2020,20,61,20,10929.5,14337.5
10020327220201A,64,2021,15,160,16,12260.64,15721.34
10020327220201A,65,2022,35,323,35,42.1873,59.3392
10020327220201A,66,2023,16,231,16,57.7552,70.2938
10020327220201A,67,2024,40,103,40,27.311,40.7553
10020327220201A,68,2025,25,101,25,40.4966,66.2689
10020327220201B,63,2020,50,50,21,8199,13539
10020327220201B,64,2021,80,50,10,6923.4,14173.14
10020327220201B,65,2022,80,79,27,15.4941,35.3882
10020327220201B,66,2023,40,81,38,30.8608,59.6382
10020327220201B,67,2024,50,152,44,24.3775,43.4275
10020327220201B,68,2025,25,70,25,34.6664,61.2216
10020328300502A,66,2023,55,157,55,33.8611,47.55
10020328300502A,67,2024,35,518,35,39.7638,47.6027
10020328300502A,68,2025,30,75,30,14.8277,55.9361
10020328300702A,63,2020,15,38,15,13236.5,16587.9
10020328300702A,64,2021,10,54,9,9089.75,15218.25
10020328300702A,66,2023,55,39,19,25,35.9
10020328300702A,67,2024,25,338,25,42.0554,47.4304
10020328300702A,68,2025,40,102,37,25.8108,43
10020328301602A,66,2023,40,188,40,45.1208,59.6693
10020328301602A,67,2024,35,388,35,48.0248,56.0833
10020328301602A,68,2025,55,193,55,39.9328,57.6108
10020328302001E,66,2023,40,21,6,16.2,43.05
10020328302001E,67,2024,35,61,12,32.6888,42.5776
10020328302001E,68,2025,36,110,18,38.4106,51.8552
10020328302101A,63,2020,5,57,5,14871.25,16538
10020328302101A,64,2021,15,95,16,13548,16183.7
10020328302101A,65,2022,25,277,25,42.5156,54.6206
10020328302101A,66,2023,45,317,45,51.0581,58.0914
10020328302101A,67,2024,15,353,15,53.008,59.2333
10020328302101A,68,2025,35,111,35,32.9222,46.1164
10020328302901E,63,2020,55,6,1,10716.25,10716.25
10020328302901E,64,2021,30,10,1,0,0
10020328302901E,65,2022,31,36,10,29.3245,52.8803
10020328302901E,66,2023,42,40,12,42.4748,65.2248
10020328302901E,67,2024,32,73,30,37.5994,61.6665
10020328302901E,68,2025,30,41,10,35.2774,55.9884
10020328303401A,66,2023,40,79,36,36.1829,69.4329
10020328303401A,67,2024,55,195,55,39.7928,57.015
10020328303401A,68,2025,55,132,45,28.7996,52.7216
10020328303502A,65,2022,60,48,14,29.7686,46.2137
10020328303502A,66,2023,30,75,30,34,56.3499
10020328303502A,67,2024,10,186,10,39.7,45
10020328303502A,68,2025,25,56,22,18.2388,39.0775
10020328303504D,67,2024,40,45,11,25.7916,51.4083
10020328303504D,68,2025,40,106,33,30.0216,58.2552
10020429111801A,64,2021,60,16,5,10935.84,15079.1
10020429111801A,65,2022,80,11,4,20.7647,31.2735
10020429111801A,66,2023,80,8,3,30.96,48.635
10020429111801A,67,2024,80,21,6,36.27,50.105
10020429111801A,68,2025,80,10,2,36,37.58
10020429211001A,64,2021,80,23,1,0,0
10020429211001A,65,2022,80,13,2,29.2397,31.7265
10020429211001A,66,2023,80,5,0,0,0
10020429211001A,67,2024,80,10,1,47.985,47.985
10020429211001A,68,2025,80,7,1,39.97,39.97
10020429500201A,63,2020,50,0,0,,
10020429500201A,64,2021,80,8,3,7903.8,11436.5
10020429500201A,65,2022,80,7,0,0,0
10020429500201A,66,2023,80,1,0,0,0
10020429500201A,67,2024,80,6,2,37.55,40.4
10020429500201A,68,2025,80,3,0,0,0
10020429500202A,64,2021,60,9,1,10672.9,10672.9
10020429500202A,65,2022,80,8,4,13.425,28.6029
10020429500202A,66,2023,80,1,0,0,0
10020429500202A,67,2024,80,3,1,45.77,45.77
10020429500202A,68,2025,80,3,0,0,0
10020429500601A,63,2020,50,3,0,,
10020429500601A,64,2021,60,5,0,0,0
10020429500601A,68,2025,40,11,1,38.6,38.6
10020429501201A,63,2020,50,7,1,9824,9824
10020429501201A,64,2021,80,27,1,12748.64,12748.64
10020429501201A,65,2022,80,36,16,22.175,39.3706
10020429501201A,66,2023,80,24,10,33.72,55.58
10020429501201A,67,2024,40,16,6,41.475,52.86
10020429501201A,68,2025,40,12,5,26.5,45.87
10020430210403A,66,2023,80,33,8,53.236,74.222
10020430210403A,67,2024,80,68,13,54.1385,75
10020430210403A,68,2025,60,66,16,52.25,78.472
10020430220201A,63,2020,80,9,5,7553,11341
10020430220201A,64,2021,80,19,6,6372,13724.14
10020430220201A,65,2022,90,36,14,20.7873,44.5
10020430220201A,66,2023,90,109,24,50.611,77.6665
10020430220201A,67,2024,90,165,42,24.097,82.4305
10020430220201A,68,2025,90,149,33,46.694,79.1525
10020430300501A,63,2020,40,14,5,10053.75,14272.25
10020430300501A,64,2021,40,33,7,9397.44,13782.2
10020430300501A,65,2022,40,40,9,17.6618,32.8823
10020430300501A,66,2023,40,123,37,42.7635,82.6385
10020430300501A,67,2024,38,218,38,62.8885,80.2635
10020430300501A,68,2025,40,187,40,62.597,78.069
10020430300703A,66,2023,30,45,10,23.611,73.069
10020430300703A,67,2024,30,79,20,18.0555,75.958
10020430300703A,68,2025,40,100,19,19.583,80.1665
10020430301601A,63,2020,30,11,5,5512.75,13192.5
10020430301601A,64,2021,40,40,10,9351.39,16545.2
10020430301601A,65,2022,40,18,3,34.4147,35.7627
10020430301601A,66,2023,40,82,24,39.611,77.861
10020430301601A,67,2024,40,162,40,44.2775,80.444
10020430301601A,68,2025,40,212,40,58.944,80.611
10020430302101A,63,2020,5,12,5,11212.25,15740.25
10020430302101A,64,2021,2,19,3,12197.14,13488.5
10020430302101A,65,2022,3,19,3,23.1814,24.4686
10020430302101A,66,2023,10,84,10,65.4025,76.2915
10020430302101A,67,2024,30,172,30,64.069,77.847
10020430302101A,68,2025,30,192,30,63.9025,75.4165
10020430302802A,66,2023,20,16,3,54.5135,70.458
10020430302802A,67,2024,20,45,5,19.583,78.375
10020430302802A,68,2025,20,43,6,43.2775,75.625
10020430303501A,63,2020,40,4,2,11048.5,12132.7
10020430303501A,64,2021,40,15,1,12920.54,12920.54
10020430303501A,65,2022,40,14,3,29.6285,45.9294
10020430303501A,66,2023,40,37,4,55.111,70.736
10020430303501A,67,2024,40,57,15,13.194,74.208
10020430303501A,68,2025,40,65,7,17.361,71.222
10020431610101A,63,2020,250,4,0,,
10020431610101A,64,2021,150,2,0,0,0
10020431610101A,65,2022,150,33,5,33.3702,58.946
10020431610101A,66,2023,40,32,5,23.819,64.2775
10020431610101A,67,2024,40,82,24,15.486,71.194
10020431610101A,68,2025,40,79,15,40.458,78.75
10020431610201A,63,2020,250,10,2,11467.5,12910.5
10020431610201A,64,2021,150,11,1,12491.34,12491.34
10020431610201A,65,2022,150,49,13,49.3333,71.6863
10020431610201A,66,2023,80,37,12,48.472,71.944
10020431610201A,67,2024,80,49,8,18.2635,65.944
10020431610201A,68,2025,80,46,8,46.236,73.9305
10020431610501A,63,2020,250,31,16,7992,19195.5
10020431610501A,64,2021,150,36,9,12534.9,16537.8
10020431610501A,65,2022,150,124,28,42.2892,73.7843
10020431610501A,66,2023,100,91,32,52.958,79.5
10020431610501A,67,2024,100,214,63,27.361,82.083
10020431610501A,68,2025,100,218,56,45.0415,80.972
10020431610601A,63,2020,250,5,2,12195,15789
10020431610601A,64,2021,150,11,0,0,0
10020431610601A,65,2022,150,66,12,37.7697,66.125
10020431610601A,66,2023,150,54,16,38.5275,72.972
10020431610601A,67,2024,150,77,13,15.5555,74.6385
10020431610601A,68,2025,150,57,10,54.569,68.125
10020431620101A,63,2020,250,27,8,8953,16826.5
10020431620101A,64,2021,150,23,0,0,0
10020431620101A,65,2022,150,51,18,39.5808,67.7157
10020431901001A,63,2020,250,52,22,6417.5,16424
10020431901001A,64,2021,150,55,15,8430.54,16884.04
10020431901001A,65,2022,150,187,81,33.5633,72.5932
10020431901001A,66,2023,60,96,31,34.5,75.4025
10020431901001A,67,2024,60,171,53,16.875,79.194
10020431901001A,68,2025,60,196,57,16.944,74.083
10020431902501A,63,2020,250,74,31,10464,20598
10020431902501A,64,2021,150,80,10,10862,19309.44
10020431902501A,65,2022,150,295,117,37.4383,75.7303
10020431902501A,66,2023,100,141,55,22.222,82.0555
10020431902501A,67,2024,100,169,48,8.4025,75.208
10020431902501A,68,2025,100,145,48,16.111,80.1665
10020431903101A,63,2020,250,38,8,9396.4,17488
10020431903101A,64,2021,150,42,5,7158.3,14213.24
10020431903101A,65,2022,150,63,13,41.4167,71.3382
10020431903101A,66,2023,60,37,13,47.0555,69.8055
10020431903101A,67,2024,60,68,13,38.25,69.458
10020431903101A,68,2025,60,84,21,17.2915,70.458
10020432112701A,63,2020,50,143,50,11120.5,16094.9
10020432112701A,64,2021,50,254,61,11262.4,16275.4
10020432112701A,65,2022,30,307,30,43.2735,56.197
10020432112701A,66,2023,40,124,40,33.8132,44.341
10020432112701A,67,2024,40,477,40,41.6322,49.8554
10020432112701A,68,2025,20,283,20,42.2322,48.141
10020432112702A,63,2020,50,54,21,8721,14737
10020432112702A,64,2021,50,90,23,8312.4,14849.4
10020432112702A,65,2022,30,69,30,28.3627,56.0706
10020432112702A,66,2023,40,52,11,29.0076,44.86
10020432112702A,67,2024,50,99,45,31.4832,46.4532
10020432112702A,68,2025,40,141,40,33.161,42.2954
10020432112703A,65,2022,30,75,30,30.6235,58.0009
10020432112703A,66,2023,40,114,38,29.8966,43.6244
10020432112703A,67,2024,40,287,40,40.0366,51.1754
10020432112703A,68,2025,20,174,20,41.9176,46.9332
10020535620101A,67,2024,60,22,7,20.833,53.333
10020535620101A,68,2025,40,31,8,30.277,56.666
10020535620102A,67,2024,50,30,11,39.027,63.611
10020535620102A,68,2025,50,29,7,31.666,56.388
10050102610501A,63,2020,24,141,24,21878.4,23762.4
10050102610501A,64,2021,23,757,24,22140,24048.54
10050102610501A,65,2022,50,552,50,54.5333,75.4157
10050102610501A,66,2023,70,1655,70,60.6875,79.5499
10050102610501A,67,2024,70,2158,71,61.25,77.25
10050102610501A,68,2025,50,1634,50,68.5,85.5
10050102610801A,63,2020,26,170,26,20412.3,22174.5
10050102610801A,64,2021,23,816,44,20821.5,22133.7
10050102610801A,65,2022,50,314,50,50.084,63.4705
10050102610801A,66,2023,70,1364,70,53.8,66.6625
10050102610801A,67,2024,70,2175,71,54,65.25
10050102610801A,68,2025,60,1599,64,60.125,72
10050103903201E,68,2025,45,50,40,40,94.5
10050105903701B,68,2025,100,3001,101,63.75,78.194
10050106902401B,66,2023,57,127,57,38.5415,70.5415
10050106902401B,67,2024,54,707,55,53.4583,69.7915
10050106902401B,68,2025,43,513,43,58.125,69.2083
10050106902801B,63,2020,28,39,5,18516,20874.6
10050106902801B,64,2021,34,51,11,16866.84,19677.6
10050106902801B,65,2022,70,731,70,44.5,64.375
10050106902801B,66,2023,63,415,63,52.0415,66.229
10050106902801B,67,2024,54,741,55,56.6875,67.4375
10050106902801B,68,2025,52,531,53,59.5415,69.9375
