program_id,tcas_year,year_ce,seats,applicants,accepted,min_score,max_score
10090102212801A,67,2024,41,121,36,32.736,53.555
10090102212801A,68,2025,34,6,2,50.4995,52.208
10090102213301A,63,2020,14,63,14,13308.1,15019.5
10090102213301A,64,2021,7,101,10,14126.9,15307.74
10090102213301A,65,2022,43,176,33,9.1127,44.0667
10090102213301A,66,2023,33,295,33,48.2216,68.066
10090102213301A,67,2024,25,487,25,58.2666,65.7996
10090102213301A,68,2025,21,166,21,58.5104,65.3772
10090102220201A,63,2020,6,83,6,14749.5,16812
10090102220201A,64,2021,5,322,6,16815.04,18673.74
10090102220201A,65,2022,13,238,13,43.8147,51.8991
10090102220201A,66,2023,9,840,9,71.1577,80.6828
10090102220201A,67,2024,26,160,25,50.869,60.272
10090102220201A,68,2025,20,66,1,67.9078,67.9078
10090102700801A,63,2020,15,54,15,18317.1,20281.5
10090102700801A,64,2021,7,309,8,19790,20219.6
10090102700801A,65,2022,39,270,39,40.8079,54.5
10090102700801A,66,2023,28,462,28,65.975,74.1138
10090102700801A,67,2024,24,160,24,62.2944,71.4776
10090102700801A,68,2025,26,228,26,68.425,73.7054
10090102701001A,63,2020,18,36,18,15360,19111
10090102701001A,64,2021,5,96,6,17608.2,19813
10090102701001A,65,2022,31,141,31,32.2833,39.2833
10090102701001A,66,2023,27,57,27,38.05,56.12
10090102701001A,67,2024,27,144,27,46.9,53.8611
10090102701001A,68,2025,18,0,0,0,0
10090102701301A,63,2020,15,23,15,10419,18228.5
10090102701301A,64,2021,2,245,2,19476.4,19807.44
10090102701301A,65,2022,30,117,30,37.0539,53.8073
10090102701301A,66,2023,25,243,25,57.055,66.125
10090102701301A,67,2024,22,220,22,59.0433,67.4977
10090102701301A,68,2025,16,1,0,0,0
10090102701801A,63,2020,22,69,22,13805,18020
10090102701801A,64,2021,7,79,7,17302.4,19449.5
10090102701801A,65,2022,29,44,19,22.1338,42.65
10090102701801A,66,2023,25,33,15,39.0916,53.8166
10090102701801A,67,2024,25,25,8,42.05,56.8083
10090102701801A,68,2025,21,0,0,0,0
10090102703801A,66,2023,30,318,30,66,71.3388
10090102703801A,67,2024,30,236,30,65.1166,73.4026
10090102703801A,68,2025,30,33,18,41.8222,63.6054
10090103702701A,63,2020,17,32,14,16241.6,20522.8
10090103702701A,64,2021,20,16,5,18128.3,21710
10090103702701A,65,2022,41,367,41,46.1363,57.5127
10090103702701A,66,2023,40,677,40,63.0944,74.911
10090103702701A,67,2024,60,412,60,57.7776,68.6944
10090103702701A,68,2025,60,448,61,61.2444,74.9222
10090103901001A,63,2020,41,235,41,16711.5,20061
10090103901001A,64,2021,25,58,2,20283,20283
10090103901001A,65,2022,45,576,45,56.0863,65.0343
10090103901001A,66,2023,50,738,50,62.344,68.3385
10090103901001A,67,2024,38,565,38,62.0415,74.6055
10090103901001A,68,2025,35,605,35,67.247,74.6525
10090103901001B,63,2020,20,62,20,15667.5,19039.8
10090103901001B,64,2021,20,7,3,16091.7,17358.54
10090103901001B,65,2022,37,137,37,50.6833,58.4215
10090103901001B,66,2023,41,143,41,53.625,63.661
10090103901001B,67,2024,41,210,41,56.1805,64.844
10090103901001B,68,2025,31,231,31,59.9915,65.594
10090103901401A,63,2020,60,278,60,17066.5,20717.5
10090103901401A,64,2021,30,414,35,17630.44,20999.6
10090103901401A,65,2022,75,236,33,50.15,68.826
10090103901401A,66,2023,58,1960,58,67.275,78.3108
10090103901401A,67,2024,49,714,50,59.027,75
10090103901401A,68,2025,47,1033,48,62.361,74.722
10090103901401B,63,2020,35,113,35,14420,19969.5
10090103901401B,64,2021,20,97,25,14177.04,16724.44
10090103901401B,65,2022,44,26,0,0,0
10090103901401B,66,2023,44,192,44,56.0277,69.3635
10090103901401B,67,2024,44,179,45,50.694,63.75
10090103901401B,68,2025,25,755,26,58.75,62.916
10090103903001A,66,2023,78,6,2,36.95,41.6332
10090103903001A,67,2024,87,536,87,40.5625,49.8373
10090103903001A,68,2025,80,0,0,0,0
10090103903001B,67,2024,40,69,40,28.0499,40.9497
10090103903001B,68,2025,40,48,28,24.5125,50.1675
10090103903201A,63,2020,14,240,14,18964.5,23430
10090103903201A,64,2021,15,81,4,19468.74,21504.24
10090103903201A,65,2022,42,1216,42,48.228,60.7221
10090103903201A,66,2023,45,1676,45,59.7664,64.8164
10090103903201A,67,2024,57,1067,57,56.4165,64.175
10090103903201A,68,2025,63,1348,63,65.1248,76.3998
10090103903201B,63,2020,20,315,20,16823.1,18415.5
10090103903201B,64,2021,20,15,6,14925.3,17343
10090103903201B,65,2022,92,732,92,43.4162,55.4235
10090103903201B,66,2023,105,828,105,52.0581,63.3581
10090103903201B,67,2024,61,865,61,55.1331,62.4331
10090103903201B,68,2025,60,651,60,54.9832,58.8498
10090103903501A,63,2020,45,408,45,17873,20684.5
10090103903501A,64,2021,30,371,35,17952.5,21603.14
10090103903501A,65,2022,85,1073,85,45.297,55.35
10090103903501A,66,2023,79,1001,79,54.1748,63.8578
10090103903501A,67,2024,78,1146,78,55.7248,65.3664
10090103903501A,68,2025,68,566,68,56.7162,66.9078
10090103903501B,63,2020,20,126,20,16224,19566.4
10090103903501B,64,2021,10,65,11,15485,18675.9
10090103903501B,65,2022,40,281,40,35.9038,46.9137
10090103903501B,66,2023,40,176,40,44.2666,53.1
10090103903501B,67,2024,45,508,45,51.0332,56.6328
10090103903501B,68,2025,40,359,40,53.7916,61.0248
10090105703501A,63,2020,5,56,5,18056.5,18873.5
10090105703501A,64,2021,5,79,9,18213.74,20088.5
10090105703501A,65,2022,30,40,6,43.0299,49.8328
10090105703501A,66,2023,30,440,30,66.8625,74.8373
10090105703501A,67,2024,40,298,40,61.5249,68.6747
10090105703501A,68,2025,25,135,25,63.3746,73.5624
10090105703502A,67,2024,30,1301,30,70.1874,75.8873
10090105703502A,68,2025,11,155,11,59.4694,64.6304
10090109301001P,66,2023,21,24,12,28.6722,46.5274
10090109301401P,64,2021,10,0,0,0,0
10090109301401P,65,2022,49,2,1,44.0362,44.0362
10090109301401P,66,2023,21,21,9,23.5166,59.5221
10090110800101A,66,2023,12,165,12,54.1912,61.5079
10090110800101A,67,2024,25,285,25,58.3,66.8583
10090110800101A,68,2025,5,356,5,65.8248,73.3582
10090110800301A,64,2021,17,296,18,16908.9,21000
10090110800301A,65,2022,15,455,15,51.65,61.5118
10090110800301A,66,2023,10,175,10,59.1077,63.3829
10090110800301A,67,2024,10,237,10,58.0249,66.8
10090110800301A,68,2025,10,236,10,58.6081,64.6665
10090110904001C,63,2020,15,231,15,18701.5,20868.9
10090110904001C,64,2021,5,177,6,18882.54,19987
10090110904001C,65,2022,45,363,45,41.5241,69.7441
10090110904001C,66,2023,40,225,40,48.6,68.2802
10090110904001C,67,2024,50,572,50,51.0414,63.675
10090110904001C,68,2025,45,594,45,57.1888,64.2664
10090130900101C,63,2020,8,126,8,21633.1,23506
10090130900101C,64,2021,15,224,16,19677.5,23044.1
10090130900101C,65,2022,52,438,52,48.9765,62.6363
10090130900101C,66,2023,44,534,44,60.572,68.8635
10090130900101C,67,2024,47,499,47,61.7135,69.5885
10090130900101C,68,2025,30,381,30,66.336,71.9415
10090130900801C,63,2020,17,131,17,19784.5,21863.5
10090130900801C,64,2021,12,246,15,20278.5,22836.54
10090130900801C,65,2022,32,455,32,52.6525,69.371
10090130900801C,66,2023,34,499,34,64.5,76.586
10090130900801C,67,2024,32,451,32,65.1805,74.8635
10090130900801C,68,2025,30,357,30,67.019,81.0885
10090130901601C,64,2021,5,922,5,23289.5,24658.5
10090130901601C,65,2022,32,1181,32,57.428,68.4573
10090130901601C,66,2023,38,1615,38,69.6415,78.0305
10090130901601C,67,2024,39,1411,39,70.4055,82.5775
10090130901601C,68,2025,38,787,38,71.325,79.744
10090149611101A,63,2020,50,200,50,16091.7,20676
10090149611101A,64,2021,50,1471,67,17945.04,19542.9
10090149611101A,65,2022,106,1495,106,39.3775,54.2083
10090149611101A,66,2023,110,2687,110,59.1915,69.9775
10090149611101A,67,2024,110,895,110,50.6275,60.0055
10090149611101A,68,2025,124,2,0,0,0
10090149611101B,63,2020,75,119,59,10845,18943.5
10090149611101B,64,2021,60,575,69,14511.6,17856.84
10090149611101B,65,2022,120,565,120,31.7579,45.5941
10090149611101B,66,2023,120,729,120,44.622,62.658
10090149611101B,67,2024,120,521,120,43.7775,54.4165
10090149611101B,68,2025,120,0,0,0,0
10090149611101E,63,2020,50,67,25,12634.5,17412
10090149611101E,64,2021,38,283,46,14406,19557
10090149611101E,65,2022,67,536,67,35.7236,52.7
10090149611101E,66,2023,74,346,74,45.683,74.6996
10090149611101E,67,2024,70,649,70,52.883,76.6996
10090149611101E,68,2025,80,312,80,48.4,62.7496
10090166620101A,63,2020,40,235,40,18836.5,21331.8
10090166620101A,64,2021,25,165,26,18922,22912.6
10090166620101A,65,2022,61,131,36,50.0015,62.1647
10090166620101A,66,2023,53,598,53,55.7333,68.5249
10090166620101A,67,2024,43,1195,43,57.6914,65.9914
10090166620101A,68,2025,32,858,32,62.2248,70.0498
10090168610501A,63,2020,62,492,62,18745.5,20641.5
10090168610501A,64,2021,32,1396,39,19176,20802.3
10090168610501A,65,2022,54,2112,54,46.9324,56.3725
10090168610501A,66,2023,63,3157,63,59.2166,65.975
10090168610501A,67,2024,47,2477,47,60.2915,66.375
10090168610501A,68,2025,45,29,0,0,0
10090168610501B,63,2020,37,198,37,17488.5,18775.5
10090168610501B,64,2021,16,401,22,18190.5,18879.9
10090168610501B,65,2022,32,632,32,42.0912,49.1007
10090168610501B,66,2023,38,688,38,53.7832,58.6164
10090168610501B,67,2024,31,1064,31,57.025,60.0082
10090168610501B,68,2025,44,7,0,0,0
10090168610801A,63,2020,50,395,50,16923,19558.5
10090168610801A,64,2021,45,1175,55,17778.3,21256.5
10090168610801A,65,2022,52,1698,52,46.65,57.2833
10090168610801A,66,2023,57,1987,57,62.7385,74.422
10090168610801A,67,2024,45,2126,45,63.086,76.386
10090168610801A,68,2025,46,441,46,57.8165,67.9081
10090168610801B,63,2020,40,79,40,10992,18262.2
10090168610801B,64,2021,10,485,11,16805.4,17321.64
10090168610801B,65,2022,28,439,28,39.1803,51.7283
10090168610801B,66,2023,41,134,41,43,51.8386
10090168610801B,67,2024,36,294,36,48.0748,55.0581
10090168610801B,68,2025,41,252,41,51.4581,58.2499
10090168610802A,63,2020,40,181,40,15334.5,18450
10090168610802A,64,2021,20,540,26,16846.8,17757.6
10090168610802A,65,2022,60,840,60,41.2922,53.9137
10090168610802A,66,2023,63,1037,63,56.122,69.9305
10090168610802A,67,2024,48,1226,48,58.8055,68.825
10090168610802A,68,2025,66,781,66,61.5305,69.55
10090168610802B,63,2020,25,73,25,12879,17012
10090168610802B,64,2021,15,207,15,14946.54,16800.9
10090168610802B,65,2022,44,326,44,35.0038,42.0068
10090168610802B,66,2023,44,345,44,46.244,57.5555
10090168610802B,67,2024,41,659,41,52.625,60.297
10090168610802B,68,2025,31,499,31,58.811,67.897
10090168620102A,66,2023,40,260,40,49.7081,63.6359
10090168620102A,67,2024,45,386,45,49.7832,57.7664
10090168620102A,68,2025,30,328,30,53.5916,62.8748
10090168620102B,66,2023,36,31,22,32.8054,47.4166
10090168620102B,67,2024,35,249,35,43.4999,49.5999
10090168620102B,68,2025,20,245,20,50.4915,56.6831
10090169213401C,63,2020,15,26,15,9701.5,16371.5
10090169213401C,64,2021,3,42,10,10040.8,17002.3
10090169213401C,65,2022,20,32,12,14.1402,46.1152
10090169213401C,66,2023,50,38,22,32.3333,58.854
10090169213401C,67,2024,50,450,50,51.0415,70.625
10090169213401C,68,2025,58,0,0,0,0
10090169800103C,66,2023,53,58,32,36.4582,69.3498
10090169800103C,67,2024,45,70,37,38.7416,74.3499
10090169800103C,68,2025,41,88,41,42.4083,64.4665
10090170620101E,63,2020,30,71,30,16768.5,20838.5
10090170620101E,64,2021,40,49,11,11515.5,21373.64
10090170620101E,65,2022,110,184,98,33.4793,59.9579
10090170620101E,66,2023,90,365,91,53.75,87.5
10090170620101E,67,2024,106,327,109,47.5,78.75
10090170620101E,68,2025,102,576,103,57.5,90
10090170902504E,66,2023,55,448,55,65,97.5
10090170902504E,67,2024,50,250,54,66.25,88.75
10090170902504E,68,2025,68,306,72,70,93.75
10090204112001A,67,2024,20,362,20,45.2464,52.7264
10090204112001A,68,2025,25,1,0,0,0
10090204112701A,67,2024,43,179,43,24.2375,31.55
10090204112701A,68,2025,35,0,0,0,0
10090204702801A,67,2024,45,241,45,41.5831,56.1248
10090204702801A,68,2025,50,363,50,46.7915,55.9166
10090204702803A,67,2024,8,223,8,57.3581,61.2165
10090204702803A,68,2025,9,210,9,58.4164,64.6248
10090206111701A,67,2024,60,974,60,49.7448,56.135
10090206111701A,68,2025,80,675,80,49.3,59.3698
10090209300501A,67,2024,15,144,15,39.5165,48.5274
10090209300501A,68,2025,15,231,15,43.211,53.9943
10090209300601A,67,2024,12,189,12,36.4052,40.1554
10090209300601A,68,2025,19,172,19,40.1888,47.0332
10090209300701A,67,2024,26,289,26,35.3274,38.9442
10090209300701A,68,2025,17,267,17,39.1164,44.2498
10090209300901A,67,2024,36,34,5,42.7498,53.1776
10090209300901A,68,2025,37,0,0,0,0
10090209301601A,67,2024,34,256,34,32.6887,39.3387
10090209301601A,68,2025,26,285,26,37.5443,41.9331
10090209302101A,67,2024,21,78,17,26.7609,44.0444
10090209302101A,68,2025,31,297,31,37.672,45.1943
10090209302401C,67,2024,43,78,42,19.0944,36.4553
10090209302401C,68,2025,43,86,32,25.1444,39.2164
10090209302801A,67,2024,26,130,26,29.6998,37.4443
10090209302801A,68,2025,23,112,23,32.3386,40.9332
10090209303501A,67,2024,18,161,18,33.2499,40.15
10090209303501A,68,2025,21,0,0,0,0
10090212130101A,67,2024,51,2134,51,52.4133,58.1054
10090212130101A,68,2025,11,996,11,60.6236,64.1924
10090247500401A,67,2024,59,63,21,31.388,53.611
10090247500401A,68,2025,55,142,43,29.166,59.722
10090247904201A,67,2024,62,117,44,27.2,49.25
10090247904201A,68,2025,56,232,56,40.3,54.1
10090266211901A,67,2024,50,55,18,23.8666,33.5988
10090266211901A,68,2025,53,89,30,32.3828,55.1494
10090267110101A,67,2024,52,1723,52,56.8444,62.4026
10090267110101A,68,2025,44,1173,44,57.6164,61.9526
10090267110901A,67,2024,20,509,20,58.4381,64.2649
10090267110901A,68,2025,13,306,13,59.2048,61.6581
10090267112501A,67,2024,45,671,45,57.5302,63.3732
10090267112501A,68,2025,50,509,50,57.6676,64.557
10090271211001A,67,2024,46,142,45,37.3772,51.822
10090271211001A,68,2025,55,1,0,0,0
10090271211201A,67,2024,65,57,30,23.055,61.388
10090271211201A,68,2025,55,393,55,47.5,58.611
10090271213601A,67,2024,63,29,5,33.277,50.2355
10090271213601A,68,2025,65,209,65,40.972,60.277
