program_id,project_id,major_id,project_name_th,round_type,year,receive_student_number,min_gpax,min_total_score,only_formal,only_international,only_vocational,link
10020108903501A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020108903501A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020108903501A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020108903501A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020108903501A,B1400,,ลูกพระพิรุณ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020108903501A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,13,,,1,1,1,https://admission.ku.ac.th/
10020108903501A,B1700,,โควตานักกีฬาดีเด่นฯ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020108903501A,C2800,,Admission,admission,2026,32,,0,1,1,1,https://admission.ku.ac.th/
10020108903501B,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,4,,0,1,1,1,https://admission.ku.ac.th/
10020108903501B,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020108903501B,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020108903501B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020108903501B,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020108903501B,B1300,,เพชรนนทรี,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020108903501B,B1400,,ลูกพระพิรุณ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020108903501B,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,25,,,1,1,1,https://admission.ku.ac.th/
10020108903501B,B1700,,โควตานักกีฬา,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020108903501B,C2800,,Admission,admission,2026,52,,0,1,1,1,https://admission.ku.ac.th/
10020109140101A,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,15,,0,1,1,1,https://admission.ku.ac.th/
10020109140101A,A0200,,เรียนล่วงหน้า,portfolio,2026,45,,0,1,1,1,https://admission.ku.ac.th/
10020109140101A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020109140101A,A0900,,โอลิมปิกวิชาการ (รอบ 1.1),portfolio,2026,3,,0,1,1,1,https://admission.ku.ac.th/
10020109140101A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,8,,,1,1,1,https://admission.ku.ac.th/
10020109140101A,B1400,,ลูกพระพิรุณ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020109140101A,B1700,,โควตานักกีฬาดีเด่นฯ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020109140101A,B2400,,โควตาสัตวแพทย์เกษตรคืนถิ่น,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020109140101A,B2500,,รับตรงเขตพื้นที่การศึกษา,quota,2026,7,,,1,1,1,https://admission.ku.ac.th/
10020110501101E,A0300,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 1.1),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020110501101E,A0301,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 1.2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020110501101E,B2300,,โครงการความร่วมมือ,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020110501101E,B5000,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 2),quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020110501101E,C2800,,Admission,admission,2026,10,,0,1,2,2,https://admission.ku.ac.th/
10020110501102A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020110501102A,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020110501102A,A0200,,เรียนล่วงหน้า,portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020110501102A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020110501102A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501102A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501102A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501102A,B1400,,ลูกพระพิรุณ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501102A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020110501102A,B2300,,โครงการความร่วมมือ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501102A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501102A,C2800,,Admission,admission,2026,45,,0,1,2,2,https://admission.ku.ac.th/
10020110501103A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020110501103A,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020110501103A,A0200,,เรียนล่วงหน้า,portfolio,2026,5,,0,1,1,1,https://admission.ku.ac.th/
10020110501103A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,3,,0,1,1,1,https://admission.ku.ac.th/
10020110501103A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501103A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501103A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501103A,B1400,,ลูกพระพิรุณ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501103A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020110501103A,B2300,,โครงการความร่วมมือ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501103A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501103A,C2800,,Admission,admission,2026,45,,0,1,2,2,https://admission.ku.ac.th/
10020110501104A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020110501104A,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,15,,0,1,1,1,https://admission.ku.ac.th/
10020110501104A,A0200,,เรียนล่วงหน้า,portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020110501104A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020110501104A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,B1400,,ลูกพระพิรุณ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,B1700,,โควตานักกีฬา,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,B2300,,โครงการความร่วมมือ,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501104A,C2828,,Admission (เทคโนโลยีชีวภาพ ใช้คะแนน A-Level เคมีและชีววิทยา),admission,2026,20,,0,1,2,2,https://admission.ku.ac.th/
10020110501104A,C2829,,Admission (เทคโนโลยีชีวภาพ ใช้คะแนน TPAT3),admission,2026,20,,0,1,2,2,https://admission.ku.ac.th/
10020110501105A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,35,,0,1,1,1,https://admission.ku.ac.th/
10020110501105A,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020110501105A,A0200,,เรียนล่วงหน้า,portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020110501105A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020110501105A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,B1300,,เพชรนนทรี,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,B1400,,ลูกพระพิรุณ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,15,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,B1700,,โควตานักกีฬา,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,B2300,,โครงการความร่วมมือ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501105A,C2830,,Admission (พัฒนาผลิตภัณฑ์อุตสาหกรรมเกษตร ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 1 และชีววิทยา),admission,2026,24,,0,1,2,2,https://admission.ku.ac.th/
10020110501105A,C2831,,Admission (พัฒนาผลิตภัณฑ์อุตสาหกรรมเกษตร ใช้คะแนน TPAT3),admission,2026,23,,0,1,2,2,https://admission.ku.ac.th/
10020110501106A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,45,,0,1,1,1,https://admission.ku.ac.th/
10020110501106A,A0200,,เรียนล่วงหน้า,portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020110501106A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020110501106A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,B1400,,ลูกพระพิรุณ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,B1700,,โควตานักกีฬาดีเด่นฯ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,B2300,,โครงการความร่วมมือ,quota,2026,15,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020110501106A,C2832,,Admission (วิทยาศาสตร์และเทคโนโลยีการอาหาร ใช้คะแนน A-Level),admission,2026,10,,0,1,2,2,https://admission.ku.ac.th/
10020110501106A,C2833,,Admission (วิทยาศาสตร์และเทคโนโลยีการอาหาร ใช้คะแนน TPAT3),admission,2026,5,,0,1,2,2,https://admission.ku.ac.th/
10020110501106B,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020110501106B,A0200,,เรียนล่วงหน้า,portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020110501106B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,6,,,1,1,1,https://admission.ku.ac.th/
10020110501106B,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501106B,B1300,,เพชรนนทรี,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501106B,B1400,,ลูกพระพิรุณ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020110501106B,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,15,,,1,1,1,https://admission.ku.ac.th/
10020110501106B,B2300,,โครงการความร่วมมือ,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020110501106B,C2832,,Admission (วิทยาศาสตร์และเทคโนโลยีการอาหาร ใช้คะแนน A-Level),admission,2026,23,,0,1,2,2,https://admission.ku.ac.th/
10020110501106B,C2833,,Admission (วิทยาศาสตร์และเทคโนโลยีการอาหาร ใช้คะแนน TPAT3),admission,2026,20,,0,1,2,2,https://admission.ku.ac.th/
10020111620103E,A0300,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 1.1),portfolio,2026,50,,0,1,1,1,https://admission.ku.ac.th/
10020111620103E,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020111620103E,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111620103E,B1300,,เพชรนนทรี,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111620103E,B1400,,ลูกพระพิรุณ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111620103E,B2300,,โครงการความร่วมมือ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111620103E,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020111620103E,B5000,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 2),quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020111620103E,C2800,,Admission,admission,2026,50,,0,1,1,1,https://admission.ku.ac.th/
10020111620105A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,14,,0,1,1,1,https://admission.ku.ac.th/
10020111620105A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020111620105A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111620105A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111620105A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020111620105A,B2300,,โครงการความร่วมมือ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111620105A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111620105A,C2834,,Admission (การสร้างสรรค์การบริการเพื่อธุรกิจการท่องเที่ยว ใช้คะแนน A-Level ภาษาต่างประเทศ),admission,2026,17,,0,1,1,1,https://admission.ku.ac.th/
10020111620105A,C2835,,Admission (การสร้างสรรค์การบริการเพื่อธุรกิจการท่องเที่ยว ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 2),admission,2026,18,,0,1,1,1,https://admission.ku.ac.th/
10020111800201A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,27,,0,1,1,1,https://admission.ku.ac.th/
10020111800201A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020111800201A,B1300,,เพชรนนทรี,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020111800201A,C2800,,Admission,admission,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020111800202A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,28,,0,1,1,1,https://admission.ku.ac.th/
10020111800202A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111901501A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020111901501A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020111901501A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111901501A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111901501A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111901501A,B1400,,ลูกพระพิรุณ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111901501A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020111901501A,B1700,,โควตานักกีฬา,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020111901501A,C2800,,Admission,admission,2026,38,,0,1,1,1,https://admission.ku.ac.th/
10020111901701A,C2800,,Admission,admission,2026,30,,0,1,1,1,https://admission.ku.ac.th/
10020111901701B,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,50,,0,1,1,1,https://admission.ku.ac.th/
10020111901701B,C2800,,Admission,admission,2026,27,,0,1,1,1,https://admission.ku.ac.th/
10020111901801A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,21,,0,1,1,1,https://admission.ku.ac.th/
10020111901801A,B2300,,โครงการความร่วมมือ,quota,2026,8,,,1,1,1,https://admission.ku.ac.th/
10020111901801A,C2800,,Admission,admission,2026,17,,0,1,1,1,https://admission.ku.ac.th/
10020111901802B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111901802B,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,30,,,1,1,1,https://admission.ku.ac.th/
10020111901802B,B2300,,โครงการความร่วมมือ,quota,2026,31,,,1,1,1,https://admission.ku.ac.th/
10020111901802B,C2800,,Admission,admission,2026,60,,0,1,1,1,https://admission.ku.ac.th/
10020111901901A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,5,,0,1,1,1,https://admission.ku.ac.th/
10020111901901A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111901901A,C2800,,Admission,admission,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020111901901B,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020111901901B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111901901B,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,30,,,1,1,1,https://admission.ku.ac.th/
10020111901901B,C2800,,Admission,admission,2026,50,,0,1,1,1,https://admission.ku.ac.th/
10020111902001A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020111902001A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,4,,0,1,1,1,https://admission.ku.ac.th/
10020111902001A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111902001A,B1300,,เพชรนนทรี,quota,2026,9,,,1,1,1,https://admission.ku.ac.th/
10020111902001A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,9,,,1,1,1,https://admission.ku.ac.th/
10020111902001A,B1700,,โควตานักกีฬาดีเด่นฯ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111902001A,B2300,,โครงการความร่วมมือ,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020111902001A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020111902001A,C2800,,Admission,admission,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020111902403A,A0100,A,ช้างเผือก (รอบ 1.1),portfolio,2026,12,,0,1,1,1,https://admission.ku.ac.th/
10020111902403A,A0100,B,ช้างเผือก (รอบ 1.1),portfolio,2026,12,,0,1,1,1,https://admission.ku.ac.th/
10020111902403A,A0100,C,ช้างเผือก (รอบ 1.1),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020111902403A,B1300,A,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111902403A,B1300,B,เพชรนนทรี,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111902403A,B1300,C,เพชรนนทรี,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111902403A,B1600,A,โควตาพิเศษ 30 จังหวัด,quota,2026,4,,,1,1,1,https://admission.ku.ac.th/
10020111902403A,B1600,B,โควตาพิเศษ 30 จังหวัด,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020111902403A,B1600,C,โควตาพิเศษ 30 จังหวัด,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111902403A,C2800,A,Admission,admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020111902403A,C2800,B,Admission,admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020111902403A,C2800,C,Admission,admission,2026,13,,0,1,1,1,https://admission.ku.ac.th/
10020111902501A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,5,,0,1,1,1,https://admission.ku.ac.th/
10020111902501A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020111902501A,C2800,,Admission,admission,2026,45,,0,1,1,1,https://admission.ku.ac.th/
10020111902501B,C2800,,Admission,admission,2026,96,,0,1,1,1,https://admission.ku.ac.th/
10020111903301A,A0100,A,ช้างเผือก (รอบ 1.1),portfolio,2026,12,,0,1,1,1,https://admission.ku.ac.th/
10020111903301A,A0100,B,ช้างเผือก (รอบ 1.1),portfolio,2026,8,,0,1,1,1,https://admission.ku.ac.th/
10020111903301A,A1800,A,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,3,,0,1,1,1,https://admission.ku.ac.th/
10020111903301A,A1800,B,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020111903301A,C2800,A,Admission,admission,2026,30,,0,1,1,1,https://admission.ku.ac.th/
10020111903301A,C2800,B,Admission,admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020111903801A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020111903801A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020111903801A,C2800,,Admission,admission,2026,40,,0,1,1,1,https://admission.ku.ac.th/
10020111904301A,C2800,,Admission,admission,2026,24,,0,1,1,1,https://admission.ku.ac.th/
10020112610101A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,4,,0,1,1,1,https://admission.ku.ac.th/
10020112610101A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020112610101A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,35,,,1,1,1,https://admission.ku.ac.th/
10020112610101A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020112610101A,C2800,,Admission,admission,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020112610201A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,3,,0,1,1,1,https://admission.ku.ac.th/
10020112610201A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020112610201A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020112610201A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020112610201A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,24,,,1,1,1,https://admission.ku.ac.th/
10020112610201A,C2800,,Admission,admission,2026,60,,0,1,1,1,https://admission.ku.ac.th/
10020112610202A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,35,,0,1,1,1,https://admission.ku.ac.th/
10020112610202A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020112610202A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,7,,,1,1,1,https://admission.ku.ac.th/
10020112610202A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020112610202A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,4,,,1,1,1,https://admission.ku.ac.th/
10020112610202A,C2800,,Admission,admission,2026,38,,0,1,1,1,https://admission.ku.ac.th/
10020112610501A,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020112610501A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020112610501A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020112610501A,C2800,,Admission,admission,2026,70,,0,1,1,1,https://admission.ku.ac.th/
10020112610501B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020112610501B,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020112610501B,C2800,,Admission,admission,2026,110,,0,1,1,1,https://admission.ku.ac.th/
10020112610501E,A0300,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 1.1),portfolio,2026,30,,0,1,1,1,https://admission.ku.ac.th/
