program_id,project_id,major_id,project_name_th,round_type,year,receive_student_number,min_gpax,min_total_score,only_formal,only_international,only_vocational,link
10090209300601A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,40,2.5,0,1,1,2,https://admission.swu.ac.th
10090209300701A,A0001,,Admission,admission,2026,38,2.75,0,1,2,2,https://admission.swu.ac.th
10090209300701A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,3,2.75,,1,2,2,https://admission.swu.ac.th
10090209300701A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,7,2.75,,1,2,2,https://admission.swu.ac.th
10090209300701A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,60,2.75,0,1,2,2,https://admission.swu.ac.th
10090209300901A,A0054,,Admission (รับกลุ่ม แกนกลาง),admission,2026,39,3,0,1,2,2,https://admission.swu.ac.th
10090209300901A,A0055,,Admission (รับกลุ่ม นานาชาติ),admission,2026,39,3,0,2,1,2,https://admission.swu.ac.th
10090209300901A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,3,,1,2,2,https://admission.swu.ac.th
10090209300901A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,10,3,,1,1,2,https://admission.swu.ac.th
10090209300901A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,3,0,1,1,2,https://admission.swu.ac.th
10090209301601A,A0001,A,Admission-สาขาวิชาวิศวกรรมไฟฟ้า วิชาเอกวิศวกรรมไฟฟ้ากำลัง,admission,2026,8,,20,1,1,1,https://admission.swu.ac.th
10090209301601A,A0001,B,Admission-สาขาวิชาวิศวกรรมไฟฟ้า วิชาเอกวิศวกรรมโทรคมนาคมและเทคโนโลยีสารสนเทศ,admission,2026,29,,20,1,1,1,https://admission.swu.ac.th
10090209301601A,D0003,A,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,3,,1,2,2,https://admission.swu.ac.th
10090209301601A,D0003,B,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,3,,1,2,2,https://admission.swu.ac.th
10090209301601A,D0009,A,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,3,3,,1,2,2,https://admission.swu.ac.th
10090209301601A,D0009,B,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,3,3,,1,2,2,https://admission.swu.ac.th
10090209301601A,G1001,A,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,3,0,1,2,2,https://admission.swu.ac.th
10090209301601A,G2001,A,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,3.5,0,2,2,1,https://admission.swu.ac.th
10090209301601A,G3001,B,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,3,0,1,2,2,https://admission.swu.ac.th
10090209301601A,G4001,B,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,3.5,0,2,2,1,https://admission.swu.ac.th
10090209302101A,A0001,,Admission,admission,2026,37,,0,1,1,1,https://admission.swu.ac.th
10090209302101A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2.75,,1,2,2,https://admission.swu.ac.th
10090209302101A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,3,2.75,,1,2,2,https://admission.swu.ac.th
10090209302101A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,25,2.75,0,1,2,2,https://admission.swu.ac.th
10090209302401C,A0056,,Admission (รับกลุ่ม แกนกลาง),admission,2026,50,2.75,0,1,2,2,https://admission.swu.ac.th
10090209302401C,A0057,,Admission (รับกลุ่ม นานาชาติ GED),admission,2026,50,2.75,0,2,1,2,https://admission.swu.ac.th
10090209302401C,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2.75,,1,2,2,https://admission.swu.ac.th
10090209302401C,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,3,2.75,,1,1,2,https://admission.swu.ac.th
10090209302401C,G0003,,โครงการพัฒนาบัณฑิตสู่สากล หลักสูตร 2 ภาษา,portfolio,2026,40,2.75,0,1,1,2,https://admission.swu.ac.th
10090209302801A,A0001,,Admission,admission,2026,30,,0,1,2,2,https://admission.swu.ac.th
10090209302801A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,1,2.5,,1,2,2,https://admission.swu.ac.th
10090209302801A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,4,2.5,,1,2,2,https://admission.swu.ac.th
10090209302801A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,20,2.5,0,1,2,2,https://admission.swu.ac.th
10090209303501A,A0052,,Admission (รับกลุ่ม แกนกลาง),admission,2026,20,2.75,0,1,2,2,https://admission.swu.ac.th
10090209303501A,A0053,,Admission (รับกลุ่ม นานาชาติ อาชีวะ GED),admission,2026,20,2.75,0,2,1,1,https://admission.swu.ac.th
10090209303501A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2.75,,1,2,2,https://admission.swu.ac.th
10090209303501A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,3,2.75,,1,2,2,https://admission.swu.ac.th
10090209303501A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,40,2.75,0,1,1,1,https://admission.swu.ac.th
10090212130101A,A0001,A,Admission-หลักสูตรเภสัชศาสตรบัณฑิต วิชาเอกเภสัชกรรมอุตสาหการ,admission,2026,61,,0,1,1,2,https://admission.swu.ac.th
10090212130101A,A0001,B,Admission-หลักสูตรเภสัชศาสตรบัณฑิต วิชาเอกการบริบาลทางเภสัชกรรม,admission,2026,35,,0,1,1,2,https://admission.swu.ac.th
10090212130101A,D0001,A,โครงการผู้มีทักษะพิเศษ,portfolio,2026,10,3.5,0,1,1,2,https://admission.swu.ac.th
10090212130101A,D0001,B,โครงการผู้มีทักษะพิเศษ,portfolio,2026,5,3.5,0,1,1,2,https://admission.swu.ac.th
10090212130101A,D0003,A,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,3,3,,1,2,2,https://admission.swu.ac.th
10090212130101A,D0007,B,โครงการการผลิตแพทย์และทีมนวัตกรรมสุขภาพเพื่อเวชศาสตร์ครอบครัว,quota,2026,10,3,,1,2,2,https://admission.swu.ac.th
10090212130101A,D0009,A,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,7,3,,1,2,2,https://admission.swu.ac.th
10090212130301F,G0009,,โครงการร่วมกับมหาวิทยาลัยนอตติงแฮม สหราชอาณาจักร,portfolio,2026,10,3,0,1,1,2,https://admission.swu.ac.th
10090247500401A,A0001,A,Admission-สาขาวิชานวัตกรรมเกษตรและการจัดการลุ่มน้ำอย่างยั่งยืน วิชาเอกนวัตกรรมเกษตร,admission,2026,94,2,0,1,1,1,https://admission.swu.ac.th
10090247500401A,D0003,A,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,4,2,,1,2,2,https://admission.swu.ac.th
10090247500401A,D0008,A,โครงการบัณฑิตคืนถิ่นโพธิวิชชาลัย,quota,2026,4,2,,1,1,1,https://admission.swu.ac.th
10090247500401A,D0009,A,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,12,2,,1,1,1,https://admission.swu.ac.th
10090247500401A,G0001,A,โครงการเด็กดีมีที่เรียน,portfolio,2026,29,2,0,1,1,1,https://admission.swu.ac.th
10090247500401A,G0002,A,โครงการผู้พิการ,portfolio,2026,1,2,0,1,1,1,https://admission.swu.ac.th
10090247904201A,A0001,A,Admission-สาขาวิชาการจัดการภูมิสังคมและวัฒนธรรม วิชาเอกการจัดการภูมิสังคม,admission,2026,50,,0,1,1,1,https://admission.swu.ac.th
10090247904201A,A0001,B,Admission-สาขาวิชาการจัดการภูมิสังคมและวัฒนธรรม วิชาเอกการจัดการภูมิวัฒนธรรม,admission,2026,57,,0,1,1,1,https://admission.swu.ac.th
10090247904201A,D0003,A,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,3,,,1,2,2,https://admission.swu.ac.th
